project_name,developer,street_name,existing,latitude,longitude
PEAK COURT CONDOMINIUM,,,N,1.352083,103.819836
GREEN LODGE,,,N,1.352083,103.819836
THE COURTYARD,,,N,1.363873,103.886691
DRAGON MANSION,,,N,1.352083,103.819836
PARRY COURT,,,N,1.364375,103.878378
KATONG PLAZA,,,N,1.302052,103.886191
BRADDELL REGALIA,,,N,1.352083,103.819836
GOODWILL COURT,,,N,1.312958,103.927906
LE MARICAN,,,N,1.352083,103.819836
MANSIONS 28,,,N,1.31527,103.886941
JOO CHIAT APARTMENT,,,N,1.30966,103.902259
MOUNTBATTEN REGENCY,,,N,1.352083,103.819836
PARKWAY VIEW,,,N,1.359532,103.763823
AA CENTRE,,,N,1.295931,103.839378
ROVGALE MANSIONS,,,N,1.352083,103.819836
BOON TECK VIEW,,,N,1.326967,103.85012
THE TWINS,,,N,1.284842,103.828487
TOHO GREEN,,,N,1.366578,103.875785
OCEAN APARTMENTS,,,N,1.352083,103.819836
OCTAVILLE,,,N,1.352083,103.819836
RIVER VALLEY COURT,,,N,1.29552,103.837529
SERAN COURT,,,N,1.352083,103.819836
YINCHUAN BUILDING,,,N,1.313826,103.885644
EAST 25 APARTMENTS,,,N,1.332253,103.788453
REGENT COURT,,,N,1.403684,103.86719
AFFLUENCE COURT,,,N,1.350263,103.883108
CEYLON POINT,,,N,1.308594,103.900655
TG MANSION,,,N,1.352083,103.819836
BRIGHTVIEW APARTMENTS,,,N,1.312003,103.884768
DAISY APARTMENTS,,,N,1.352083,103.819836
GRAND TOWER,,,N,1.352083,103.819836
RIVA LODGE,,,N,1.352083,103.819836
ETON COURT,,,Y,1.38829,103.877328
BRADDELL PARK,,,Y,1.343212,103.85556
CAIRNHILL HEIGHTS,,,Y,1.306578,103.837381
FIFTY0TWO STEVENS,,,N,1.352083,103.819836
GIFFARD MANSIONS,,,N,1.32588,103.84936
MARTIA 8,,,N,1.307313,103.910736
ADVANCE APARTMENTS,,,N,1.313961,103.883281
CHARLTON COURT,,,N,1.354743,103.881872
PERMAI COURT,,,N,1.352083,103.819836
HONG LEONG GARDEN SHOPPING CENTRE,,,N,1.352083,103.819836
PERPETUAL APARTMENTS,,,N,1.352083,103.819836
THE THOMSON DUPLEX,,,N,1.352083,103.819836
HOCK MANSION,,,N,1.302372,103.848589
SERAYA COURT,,,N,1.306927,103.899437
TAIPAN REGENCY,,,N,1.307027,103.898894
DUCHESS ROYALE,,,N,1.352083,103.819836
SCK VILLE,,,N,1.307927,103.899154
AUSTRAL VIEW,,,N,1.352083,103.819836
EAST TREASURE,,,N,1.248955,103.842987
OWEN COURT,,,N,1.31369,103.853063
CHONG KIM APARTMENT,,,N,1.352083,103.819836
INOVA 100,,,N,1.352083,103.819836
PELIKAT MANSIONS,,,N,1.352083,103.819836
FORTREDALE,,,N,1.352083,103.819836
ASTON LODGE,,,N,1.352083,103.819836
DUNEARN COURT,,,N,1.324529,103.8118
THE WILSHIRE,,,N,1.317354,103.941775
EN FU MANSIONS,,,N,1.315575,103.887621
ROBIN STAR,,,N,1.352083,103.819836
LE ARC,,,N,1.352083,103.819836
THE STRADIA,,,N,1.352083,103.819836
THE CHAMPAGNE,,,N,1.352083,103.819836
COSY 23,,,N,1.352083,103.819836
KILAT 19,,,N,1.340965,103.773614
RIVAN COURT,,,N,1.352083,103.819836
BOWMONT CENTRE,,,N,1.352083,103.819836
THOMSON VALE,,,N,1.327496,103.841345
KENG YEE GARDEN,,,N,1.328121,103.715832
TWO8ONE STUDIO,,,N,1.352083,103.819836
NEWTON VIEW,,,N,1.316707,103.841466
CAMAY COURT,,,N,1.352083,103.819836
GILSTEAD MANSION,,,N,1.318333,103.839673
WATERLOO VIEW,,,N,1.299382,103.852032
EAST SHORE COURT,,,N,1.369691,103.867957
WILKIE 48,,,N,1.302293,103.848188
LEONG BEE COURT,,,N,1.329861,103.868961
MACKENZIE MANSIONS,,,N,1.352083,103.819836
LENGKONG COURT,,,N,1.328221,103.91293
AMBER TOWERS,,,N,1.352083,103.819836
ST THOMAS LODGE,,,N,1.352083,103.819836
VILLA D'ESTE,,,N,1.352083,103.819836
BALMORAL CONDOMINIUM,,,N,1.352083,103.819836
ASIA GARDENS,,,N,1.31384,103.815914
CAI GARDEN,,,N,1.352083,103.819836
HIGHLAND CONDOMINIUM,,,N,1.352083,103.819836
RICH MANSION,,,Y,1.352083,103.819836
ST PATRICK'S GARDEN,,,Y,1.308102,103.912675
MARINE POINT,,,N,1.307292,103.917465
AMBERGLADES,,,N,1.352083,103.819836
MACPHERSON GREEN,,,N,1.331138,103.878781
BARTLEY TERRACE,,,N,1.343714,103.87802
JASMINE COURT,,,N,1.354925,103.829885
THE VILLAGE,,,N,1.355379,103.867744
THE RIVERVALE,,,Y,1.352083,103.819836
TWIN FOUNTAINS,,,Y,1.352083,103.819836
THE CANOPY,,,Y,1.253903,103.824356
1 CANBERRA,,,Y,1.447931,103.822174
NUOVO,,,Y,1.384338,103.842368
TWIN WATERFALLS,,,Y,1.402538,103.896819
BLOSSOM RESIDENCES,,,Y,1.352083,103.819836
PINEVALE,,,Y,1.352083,103.819836
ARC AT TAMPINES,,,Y,1.349591,103.956788
THE TOPIARY,,,Y,1.352083,103.819836
BELYSA,,,Y,1.374113,103.941735
WESTWOOD RESIDENCES,KBD Westwood Pte Ltd,Westwood Avenue,Y,1.352083,103.819836
FORESTVILLE,Hao Yuan Investment Pte Ltd,Woodlands Drive 16,Y,1.352083,103.819836
WATERWOODS,Coral Edge Development Pte Ltd,Punggol Field Walk,Y,1.352083,103.819836
PRIVE,,,Y,1.352083,103.819836
THE QUINTET,,,Y,1.352083,103.819836
THE RAINFOREST,,,Y,1.308756,103.818067
WATERCOLOURS,,,Y,1.352083,103.819836
ESPARINA RESIDENCES,,,Y,1.352083,103.819836
THE DEW,,,Y,1.448201,103.801756
AUSTVILLE RESIDENCES,,,Y,1.381339,103.901383
SIMEI GREEN CONDOMINIUM,,,Y,1.34022,103.959212
HERON BAY,,,Y,1.352083,103.819836
RIVERPARC RESIDENCE,,,Y,1.397974,103.917683
NORTHOAKS,,,Y,1.352083,103.819836
WHITEWATER,,,Y,1.352083,103.819836
WOODSVALE,,,Y,1.443887,103.806223
THE EDEN AT TAMPINES,,,Y,1.349591,103.956788
PARK GREEN,,,Y,1.347895,103.788828
WATERBAY,,,Y,1.352083,103.819836
LUSH ACRES,,,Y,1.352083,103.819836
THE TAMPINES TRILLIANT,,,Y,1.352083,103.819836
CITYLIFE@TAMPINES,,,Y,1.349591,103.956788
BISHAN LOFT,,,Y,1.346783,103.852544
BELLEWOODS,Qingjian Realty (Woodlands) Pte Ltd,Woodlands Avenue 5,Y,1.352083,103.819836
WHITLEY HEIGHTS,,,N,1.327113,103.840575
ST MARTIN'S RESIDENCES,,,N,1.29409,103.838112
SHELFORD GREEN,,,N,1.327497,103.811276
ECOPOLITAN,Qingjian Realty (Punggol Way) Pte Ltd,Punggol Walk,N,1.352083,103.819836
SEA HORIZON,Hao Yuan Development Pte Ltd,Pasir Ris Rise,N,1.352083,103.819836
THE ESPARIS,,,N,1.352083,103.819836
EASTVALE,,,N,1.352083,103.819836
YEW MEI GREEN,,,N,1.394588,103.75187
CHESTERVALE,,,N,1.352083,103.819836
SUMMERDALE,,,N,1.352083,103.819836
THE FLORAVALE,,,N,1.352083,103.819836
LILYDALE,,,N,1.424919,103.849071
THE FLORIDA,,,N,1.356552,103.827184
SKYPARK RESIDENCES,Oasis Development Pte Ltd,Sembawang Crescent,N,1.352083,103.819836
WESTMERE,,,N,1.352083,103.819836
WANDERVALE,Sim Lian (Starlight) Pte Ltd,Choa Chu Kang Avenue 3,N,1.352083,103.819836
THE BROWNSTONE,Canvey Developments Pte Ltd,Canberra Drive,N,1.352083,103.819836
THE VALES,Anchorvale Residences Pte Ltd,Anchorvale Crescent,N,1.387635,103.904936
THE TERRACE,Peak Square Pte Ltd,Edgedale Plains,N,1.279358,103.786208
BELLEWATERS,Qingjian Realty (Anchorvale) Pte Ltd,Anchorvale Crescent,N,1.352083,103.819836
SOL ACRES,MCL Land (Brighton) Pte Ltd,Choa Chu Kang Grove,N,1.352083,103.819836
THE AMORE,MKH (Punggol) Pte Ltd,Edgedale Plains,N,1.352083,103.819836
SIGNATURE AT YISHUN,Gee-I Investments Pte Ltd,Yishun Street 51,N,1.430368,103.835363
THE CRITERION,Island Glades Developments Pte Ltd,Yishun Street 51,N,1.352083,103.819836
LAKE LIFE,,,N,1.352083,103.819836
THE VISIONAIRE,Qingjian Realty (Sembawang) Pte Ltd,Canberra Drive,N,1.352083,103.819836
PARC LIFE,Sembawang Residences Pte Ltd,Sembawang Crescent,N,1.352083,103.819836
TREASURE CREST,,,N,1.248955,103.842987
NORTHWAVE,,,N,1.352083,103.819836
